keyword,canonical_keyword,volume,kd,cpc,topical_silo,primary_entity,entity_type,intent,intent_detail,cluster_label,recommended_page_type,target_live_url,target_local_url,resolved_local_url,page_title,page_id,page_layer,edit_mode,action_taken,coverage_status,coverage_signal,page_word_count,exact_present,canonical_present,entity_present,intent_signal_present,status_code,edit_url,support_key,managed_key,evidence_snippet
mcdonald's sausage mcmuffin protein,sausage mcmuffin calories,30,1,0,Breakfast,Sausage McMuffin,product_variant,nutrition,nutrition_macros,Sausage McMuffin - nutrition macros,item,https://mcdomenuusa.com/menu/breakfast-menu/sausage-mcmuffin/,http://localhost/wordpress/menu/breakfast-menu/sausage-mcmuffin/,http://localhost/wordpress/menu/breakfast-menu/sausage-mcmuffin/,Sausage McMuffin Price USA,374,Menu item template,Page editor + theme-rendered semantic layer,Added via item semantic template layer,Canonical keyword present,Variant keyword is covered through its canonical keyword on the mapped page,9474,No,Yes,Yes,Yes,200,http://localhost/wordpress/wp-admin/post.php?post=374&action=edit,,breakfast::sausage-mcmuffin," Sausage McMuffin page works best for readers searching sausage mcmuffin price, sausage mcmuffin calories, or the current Breakfast listing without scanning the whole menu first. Right now the tracked reference shows $2.99 an"
chocolate mocha mcdonald's,mcdonald's food,30,0,0,Brand Core,McDonald's Menu,menu_hub,overview,overview_general,McDonald's Menu - overview general,hub,https://mcdomenuusa.com/menu/,http://localhost/wordpress/menu/,http://localhost/wordpress/menu/,McDonald's Full Menu USA,283,Menu hub page,Page editor + theme-rendered semantic layer,Retained or optimized on the main menu hub,Entity + intent semantic coverage,Primary entity is present and the page also carries matching intent signals,12739,No,No,Yes,Yes,200,http://localhost/wordpress/wp-admin/post.php?post=283&action=edit,,menu,"McDonald’s Full Menu USA | McDonald's Menu Prices USA {""@context"":""https://schema.org"",""@graph"":[{""@type"":[""Person"",""Organization""],""@id"":""http://localhost/wordpr"
steak egg cheese bagel calories,mcdonald's steak bagel calories,30,0,0,Breakfast,Bagel,product_variant,nutrition,nutrition_macros,Bagel - nutrition macros,item,https://mcdomenuusa.com/menu/breakfast-menu/bagel/,http://localhost/wordpress/menu/breakfast-menu/bagel/,http://localhost/wordpress/menu/breakfast-menu/steak-egg-cheese-bagel/,"Steak, Egg & Cheese Bagel Price USA",386,Menu item template,Page editor + theme-rendered semantic layer,Added via item semantic template layer,Entity + intent semantic coverage,Primary entity is present and the page also carries matching intent signals,9549,No,No,Yes,Yes,200,http://localhost/wordpress/wp-admin/post.php?post=386&action=edit,,breakfast::steak-egg-cheese-bagel,"Steak, Egg & Cheese Bagel Price USA | McDonald's Menu Prices USA {""@context"":""https://schema.org"",""@graph"":[{""@type"":[""Person"",""Organization""],""@"
mcdonald's near me breakfast menu,mcdonald's breakfast menu,30,19,0.8,Breakfast,Breakfast Menu,menu_guide,overview,overview_menu,Breakfast Menu - overview menu,guide,https://mcdomenuusa.com/breakfast-menu/,http://localhost/wordpress/breakfast-menu/,http://localhost/wordpress/breakfast-menu/,McDonald's Breakfast Menu Prices USA,192,Support / guide page,Normal WordPress page editor,Seeded or retained on admin-editable guide/support page,Canonical keyword present,Variant keyword is covered through its canonical keyword on the mapped page,12822,No,Yes,Yes,Yes,200,http://localhost/wordpress/wp-admin/post.php?post=192&action=edit,breakfast-menu,,"McDonald’s Breakfast Menu Prices USA | McDonald's Menu Prices USA {""@context"":""https://schema.org"",""@graph"":[{""@type"":[""Person"",""Organization""],"""
large sweet tea mcdonalds calories,large coke mcdonalds calories,30,0,0.57,Nutrition,"Nutrition, Calories & Allergens",support_page,nutrition,nutrition_macros,"Nutrition, Calories & Allergens - nutrition macros",support,https://mcdomenuusa.com/mcdonalds-nutrition-calories-allergens/,http://localhost/wordpress/mcdonalds-nutrition-calories-allergens/,http://localhost/wordpress/mcdonalds-nutrition-calories-allergens/,"McDonald's Nutrition, Calories & Allergens Guide",1157,Support / guide page,Normal WordPress page editor,Seeded or retained on admin-editable guide/support page,Entity + intent semantic coverage,Primary entity is present and the page also carries matching intent signals,11851,No,No,Yes,Yes,200,http://localhost/wordpress/wp-admin/post.php?post=1157&action=edit,mcdonalds-nutrition-calories-allergens,,"McDonald’s Nutrition, Calories & Allergens Guide | McDonald's Menu Prices USA {""@context"":""https://schema.org"",""@graph"":[{""@type"":[""Person"",""Organization""],""@id"":"
how many calories in mcdonalds cookies,mcdonald's cookies calories,30,0,0,Sweets & Treats,Chocolate Chip Cookie,product_variant,nutrition,nutrition_macros,Chocolate Chip Cookie - nutrition macros,item,https://mcdomenuusa.com/menu/sweets-treats/chocolate-chip-cookie/,http://localhost/wordpress/menu/sweets-treats/chocolate-chip-cookie/,http://localhost/wordpress/menu/sweets-treats/chocolate-chip-cookies-2-pack/,Chocolate Chip Cookies Price USA,1383,Menu item template,Page editor + theme-rendered semantic layer,Added via item semantic template layer,Entity + intent semantic coverage,Primary entity is present and the page also carries matching intent signals,9461,No,No,Yes,Yes,200,http://localhost/wordpress/wp-admin/post.php?post=1383&action=edit,,sweets::chocolate-chip-cookies-2-pack,"Chocolate Chip Cookies Price USA | McDonald's Menu Prices USA {""@context"":""https://schema.org"",""@graph"":[{""@type"":[""Person"",""Organization""],"""
what is mcdonald's sweet and sour sauce,how many calories in mcdonald's sweet and sour sauce,30,2,0,Sauces & Condiments,Sweet 'N Sour Sauce,product_variant,nutrition,nutrition_ingredients,Sweet 'N Sour Sauce - nutrition ingredients,item,https://mcdomenuusa.com/menu/sauces-condiments/sweet-n-sour-sauce/,http://localhost/wordpress/menu/sauces-condiments/sweet-n-sour-sauce/,http://localhost/wordpress/menu/sauces-condiments/sweet-n-sour-sauce/,Sweet 'N Sour Sauce Price USA,638,Menu item template,Page editor + theme-rendered semantic layer,Added via item semantic template layer,Entity + intent semantic coverage,Primary entity is present and the page also carries matching intent signals,9562,No,No,Yes,Yes,200,http://localhost/wordpress/wp-admin/post.php?post=638&action=edit,,sauces::sweet-n-sour-sauce,"thor/""},""publisher"":{""@id"":""http://localhost/wordpress/#person""},""description"":""Sweet 'N Sour Sauce covers the current McDonald's USA price, calorie details, menu category, and ordering context for this item. Use this p"
how much sugar is in mcdonald's oatmeal,carbs in mcdonald's oatmeal,30,0,1.17,Breakfast,Fruit & Maple Oatmeal,product_variant,nutrition,nutrition_macros,Fruit & Maple Oatmeal - nutrition macros,item,https://mcdomenuusa.com/menu/breakfast-menu/fruit-maple-oatmeal/,http://localhost/wordpress/menu/breakfast-menu/fruit-maple-oatmeal/,http://localhost/wordpress/menu/breakfast-menu/fruit-maple-oatmeal/,Fruit & Maple Oatmeal Price USA,400,Menu item template,Page editor + theme-rendered semantic layer,Added via item semantic template layer,Entity + intent semantic coverage,Primary entity is present and the page also carries matching intent signals,9523,No,No,Yes,Yes,200,http://localhost/wordpress/wp-admin/post.php?post=400&action=edit,,breakfast::fruit-maple-oatmeal,""",""frozen fanta blue raspberry small"":""items\/frozen-fanta-blue-raspberry.png"",""fruit and maple oatmeal"":""items\/fruit-and-maple-oatmeal.png"",""hamburger"":""items\/hamburger-the-classic-mcdonalds-burger.png"",""hamburger happy "
mcdonald's lemonade ingredients,mcdonald's lemonade ingredients,30,0,0,Beverages,Lemonade,product_family,nutrition,nutrition_ingredients,Lemonade - nutrition ingredients,family_section,https://mcdomenuusa.com/beverage-menu/,http://localhost/wordpress/beverage-menu/,http://localhost/wordpress/menu/beverages-drinks/lemonade-medium/,Lemonade Medium Price USA,606,Menu item template,Page editor + theme-rendered semantic layer,Added via item semantic template layer,Entity + intent semantic coverage,Primary entity is present and the page also carries matching intent signals,9498,No,No,Yes,Yes,200,http://localhost/wordpress/wp-admin/post.php?post=606&action=edit,,beverages::lemonade-medium,"Lemonade Medium Price USA | McDonald's Menu Prices USA {""@context"":""https://schema.org"",""@graph"":[{""@type"":[""Person"",""Organizati"
carbs in a sausage egg and cheese mcgriddle,sausage egg and cheese mcgriddle calories,30,0,0,Breakfast,"Sausage, Egg & Cheese McGriddles",product_variant,nutrition,nutrition_macros,"Sausage, Egg & Cheese McGriddles - nutrition macros",item,https://mcdomenuusa.com/menu/breakfast-menu/sausage-egg-cheese-mcgriddles/,http://localhost/wordpress/menu/breakfast-menu/sausage-egg-cheese-mcgriddles/,http://localhost/wordpress/menu/breakfast-menu/sausage-egg-cheese-mcgriddles/,"Sausage, Egg & Cheese McGriddles Price USA",379,Menu item template,Page editor + theme-rendered semantic layer,Added via item semantic template layer,Entity + intent semantic coverage,Primary entity is present and the page also carries matching intent signals,9545,No,No,Yes,Yes,200,http://localhost/wordpress/wp-admin/post.php?post=379&action=edit,,breakfast::sausage-egg-cheese-mcgriddles,"Sausage, Egg & Cheese McGriddles Price USA | McDonald's Menu Prices USA {""@context"":""https://schema.org"",""@graph"":[{""@type"":[""Person"",""Organization""],""@"
bacon egg and cheese biscuit price,mcdonald's bacon egg and cheese biscuit price,30,0,0,Breakfast,"Bacon, Egg & Cheese Biscuit",product_variant,commercial,price_value,"Bacon, Egg & Cheese Biscuit - price value",item,https://mcdomenuusa.com/menu/breakfast-menu/bacon-egg-cheese-biscuit/,http://localhost/wordpress/menu/breakfast-menu/bacon-egg-cheese-biscuit/,http://localhost/wordpress/menu/breakfast-menu/bacon-egg-cheese-biscuit/,"Bacon, Egg & Cheese Biscuit Price USA",368,Menu item template,Page editor + theme-rendered semantic layer,Added via item semantic template layer,Exact keyword present,Exact keyword string found on the mapped rendered page,9537,Yes,No,Yes,Yes,200,http://localhost/wordpress/wp-admin/post.php?post=368&action=edit,,breakfast::bacon-egg-cheese-biscuit,"Bacon, Egg & Cheese Biscuit Price USA | McDonald's Menu Prices USA {""@context"":""https://schema.org"",""@graph"":[{""@type"":[""Person"",""Organization""],""@"
happy meal.cost,how much is a happy meal at mcdonald's,30,3,0,Happy Meal,Happy Meal,menu_guide,commercial,price_value,Happy Meal - price value,guide,https://mcdomenuusa.com/happy-meal-menu/,http://localhost/wordpress/happy-meal-menu/,http://localhost/wordpress/happy-meal-menu/,McDonald's Happy Meal Prices USA,198,Support / guide page,Normal WordPress page editor,Seeded or retained on admin-editable guide/support page,Exact keyword present,Exact keyword string found on the mapped rendered page,11905,Yes,No,Yes,Yes,200,http://localhost/wordpress/wp-admin/post.php?post=198&action=edit,happy-meal-menu,,"McDonald’s Happy Meal Prices USA | McDonald's Menu Prices USA {""@context"":""https://schema.org"",""@graph"":[{""@type"":[""Person"",""Organization""],"""
how much does the whole mcdonalds menu cost,mcdonald's menu with prices 2025,30,55,0,Brand Core,McDonald's Menu,menu_hub,commercial,price_value,McDonald's Menu - price value,hub,https://mcdomenuusa.com/menu/,http://localhost/wordpress/menu/,http://localhost/wordpress/menu/,McDonald's Full Menu USA,283,Menu hub page,Page editor + theme-rendered semantic layer,Retained or optimized on the main menu hub,Entity + intent semantic coverage,Primary entity is present and the page also carries matching intent signals,12739,No,No,Yes,Yes,200,http://localhost/wordpress/wp-admin/post.php?post=283&action=edit,,menu,"McDonald’s Full Menu USA | McDonald's Menu Prices USA {""@context"":""https://schema.org"",""@graph"":[{""@type"":[""Person"",""Organization""],""@id"":""http://localhost/wordpr"
does mcdonalds sell tea by the gallon,mcdonalds drink,30,0,0.69,Beverages,Beverages & Drinks,menu_guide,overview,overview_general,Beverages & Drinks - overview general,guide,https://mcdomenuusa.com/beverage-menu/,http://localhost/wordpress/beverage-menu/,http://localhost/wordpress/beverage-menu/,McDonald's Drinks Menu Prices USA,201,Support / guide page,Normal WordPress page editor,Seeded or retained on admin-editable guide/support page,Guide-level semantic coverage,The keyword is mapped to the correct guide-level page and is covered by topical relevance rather than a literal long-tail phrase,12737,No,No,No,No,200,http://localhost/wordpress/wp-admin/post.php?post=201&action=edit,beverage-menu,,"McDonald’s Drinks Menu Prices USA | McDonald's Menu Prices USA {""@context"":""https://schema.org"",""@graph"":[{""@type"":[""Person"",""Organization""],""@id"":""http://localhost/wordpress/#person"",""name"":""McDonald"
does mcdonalds have honey mustard,honey mustard mcdonald's,30,0,0,Sauces & Condiments,Honey,product_variant,overview,overview_general,Honey - overview general,item,https://mcdomenuusa.com/menu/sauces-condiments/honey/,http://localhost/wordpress/menu/sauces-condiments/honey/,http://localhost/wordpress/menu/sauces-condiments/honey/,Honey Price USA,644,Menu item template,Page editor + theme-rendered semantic layer,Added via item semantic template layer,Entity + intent semantic coverage,Primary entity is present and the page also carries matching intent signals,9474,No,No,Yes,Yes,200,http://localhost/wordpress/wp-admin/post.php?post=644&action=edit,,sauces::honey,"Honey Price USA | McDonald's Menu Prices USA {""@context"":""https://schema.org"",""@graph"":[{""@type"":[""Person"",""Organization""],""@"
mcdonald's sausage egg and cheese biscuit price,mcdonald's breakfast menu with prices,30,10,0.55,Breakfast,Breakfast Menu,menu_guide,commercial,price_value,Breakfast Menu - price value,guide,https://mcdomenuusa.com/breakfast-menu/,http://localhost/wordpress/breakfast-menu/,http://localhost/wordpress/breakfast-menu/,McDonald's Breakfast Menu Prices USA,192,Support / guide page,Normal WordPress page editor,Seeded or retained on admin-editable guide/support page,Entity + intent semantic coverage,Primary entity is present and the page also carries matching intent signals,12822,No,No,Yes,Yes,200,http://localhost/wordpress/wp-admin/post.php?post=192&action=edit,breakfast-menu,,"McDonald’s Breakfast Menu Prices USA | McDonald's Menu Prices USA {""@context"":""https://schema.org"",""@graph"":[{""@type"":[""Person"",""Organization""],"""
mocha frappe mcdonald's caffeine,does mocha frappe have caffeine,30,8,0,McCafe Coffees,McCafe Mocha Frappe Small,product_variant,nutrition,nutrition_caffeine,McCafe Mocha Frappe Small - nutrition caffeine,item,https://mcdomenuusa.com/menu/mccafe-coffees/mccafe-mocha-frappe-small/,http://localhost/wordpress/menu/mccafe-coffees/mccafe-mocha-frappe-small/,http://localhost/wordpress/menu/mccafe-coffees/mccafe-mocha-frappe-small/,McCafe Mocha Frappe Small Price USA,582,Menu item template,Page editor + theme-rendered semantic layer,Added via item semantic template layer,Entity + intent semantic coverage,Primary entity is present and the page also carries matching intent signals,9507,No,No,Yes,Yes,200,http://localhost/wordpress/wp-admin/post.php?post=582&action=edit,,mccafe::mccafe-mocha-frappe-small,"McCafe Mocha Frappe Small Price USA | McDonald's Menu Prices USA {""@context"":""https://schema.org"",""@graph"":[{""@type"":[""Person"",""Organization""],""@"
